SCHUL_KND_SC_NM,ORG_RDNMA,ORG_RDNDA
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 중구 매봉18길 111,(신당동)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 송파구 양산로 21,(거여동)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
